,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm,Unnamed: 0
0,100,0.08741151016157184,0.1905912354875512,0.09459283548010264,0.1264345888692238,0.04075915124327605,0.03472921280450977,0.9592408487567241,0.061126436764627486,0.600763358778626,0.009626766114111136,0.07992552471225457,0.012638440244120395,0.14108156558111742,_binary_sigmoid,t1_bert,train,8.632928609848022,t1_bert_100__binary_sigmoid_uniform,0.0
1,200,0.10709679044064284,0.2222166297563922,0.11627771281111578,0.15266926626116134,0.040260082743288815,0.04580229514797665,0.9597399172567112,0.18642081517781076,0.6267168808152415,0.012765970123841909,0.09576844955991876,0.017145514743150878,0.1661478827744171,_binary_sigmoid,t1_bert,train,10.730136394500732,t1_bert_200__binary_sigmoid_uniform,1.0
2,300,0.12175664238822136,0.245030534863432,0.1318857963919473,0.17147597252246854,0.039933986848410784,0.05456009663780954,0.9600660131515892,0.11955659549024544,0.6427680798004988,0.014023408457960929,0.10470548408937036,0.018804407621939148,0.18007685142058685,_binary_sigmoid,t1_bert,train,12.7598876953125,t1_bert_300__binary_sigmoid_uniform,2.0
3,400,0.13045110841338306,0.264059459096705,0.14074376941321112,0.18361871153689927,0.03969579506432596,0.057781356955909004,0.960304204935674,0.1979719946573565,0.6494186046511627,0.015607734419776573,0.11343940419769805,0.020945821467971183,0.19314121037463974,_binary_sigmoid,t1_bert,train,14.852728128433228,t1_bert_400__binary_sigmoid_uniform,3.0
4,500,0.1366374678677378,0.2747047178041743,0.14791304105190758,0.19228917550319247,0.03951006218506935,0.060700624119186634,0.9604899378149306,0.2338853881858601,0.6549935149156939,0.01695280931859969,0.11966824644549764,0.023066422925997032,0.2023642556601883,_binary_sigmoid,t1_bert,train,17.01075553894043,t1_bert_500__binary_sigmoid_uniform,4.0
5,600,0.15418745930608244,0.30304174216495533,0.16569571538349476,0.21424666388601005,0.03908613752172791,0.07056573384336622,0.960913862478272,0.20728793979030025,0.6691252144082332,0.01914328146086451,0.13205822613405552,0.02595926392810419,0.22058241447554425,_binary_sigmoid,t1_bert,train,20.18206810951233,t1_bert_600__binary_sigmoid_uniform,
6,700,0.15624541969175526,0.30782330044963424,0.16800396702598414,0.21737104682097644,0.038910329300141495,0.07177370646265352,0.9610896706998585,0.32008752337257695,0.6761936785474109,0.020593492125485387,0.13615436696005417,0.028694833285603787,0.226668169522092,_binary_sigmoid,t1_bert,train,22.332286596298218,t1_bert_700__binary_sigmoid_uniform,
7,800,0.1621870700065746,0.32019862840780905,0.17496999095337712,0.22628716330237483,0.03866646628310228,0.07308234346688142,0.9613335337168977,0.36212714138379376,0.6839714471122648,0.022868439709545215,0.14272173324306026,0.032528664622368544,0.23616401523638808,_binary_sigmoid,t1_bert,train,24.463586568832397,t1_bert_800__binary_sigmoid_uniform,
8,900,0.17295805761549102,0.33458324944634593,0.18665408995708402,0.23962723780214573,0.038354548470610254,0.07861888463861486,0.9616454515293897,0.4607371362595377,0.6922720247295209,0.025538762445128014,0.1516249153689912,0.036806874293009245,0.24876423215773397,_binary_sigmoid,t1_bert,train,26.697614192962646,t1_bert_900__binary_sigmoid_uniform,
9,1000,0.1817497859971025,0.35128754541881163,0.1953494926357345,0.2510764510617364,0.03800434983567603,0.08244413126635798,0.9619956501643241,0.41575971196357975,0.7044401255793094,0.02784356876868137,0.15951252538930266,0.04050701001356207,0.2601231057992216,_binary_sigmoid,t1_bert,train,27.766756057739254,t1_bert_1000__binary_sigmoid_uniform,5.0
10,2000,0.26856206962270274,0.4773026978055168,0.2915804515662417,0.3620111489597171,0.03443005526616514,0.12240789208777934,0.9655699447338348,0.7342573801582329,0.7743787847149718,0.06834294945492614,0.2510832769126608,0.1057290561145031,0.37921161613579424,_binary_sigmoid,t1_bert,train,51.647942781448364,t1_bert_2000__binary_sigmoid_uniform,6.0
11,3000,0.38383327143423335,0.6020903039425292,0.4125681384392565,0.489629348151481,0.02930042505890993,0.19146366015703645,0.9706995749410899,0.9367576114492886,0.8420444033302498,0.15501503122681154,0.3697698036560596,0.24082637109059496,0.5138784343244261,_binary_sigmoid,t1_bert,train,78.73244047164917,t1_bert_3000__binary_sigmoid_uniform,7.0
12,4000,0.5305917347846135,0.723549978922943,0.5641432896543686,0.6339799629300169,0.022144746878695158,0.3034024562109925,0.9778552531213048,0.9832881546806111,0.8970848308517314,0.3487198991528947,0.5323290453622207,0.4960518525655766,0.6681680086681255,_binary_sigmoid,t1_bert,train,114.881991147995,t1_bert_4000__binary_sigmoid_uniform,8.0
13,5000,0.6920100916408779,0.8257867353548877,0.7263913295514395,0.7729065861481295,0.014159650878899328,0.4689953694382927,0.9858403491211006,0.9877904021104852,0.9351493301286332,0.631352152461911,0.7112389979688558,0.7657231018684484,0.8079681581325592,_binary_sigmoid,t1_bert,train,173.6157546043396,t1_bert_5000__binary_sigmoid_uniform,9.0
14,6000,0.8342787965266688,0.904817146703598,0.8642307616029519,0.8840583775434491,0.007267685031064178,0.668713509160459,0.9927323149689358,0.9909493590804567,0.9586683700308108,0.8729821446426648,0.8637102234258632,0.9276422928995305,0.9087153185881682,_binary_sigmoid,t1_bert,train,213.31767010688782,t1_bert_6000__binary_sigmoid_uniform,
15,7000,0.9119300464742665,0.9435969425626163,0.9310560958046642,0.9372845719981645,0.003707568543939295,0.8295751962955507,0.9962924314560607,0.9929088101369555,0.9749514905627095,0.9431754182259604,0.9355111712931619,0.9672351068394671,0.9548242204370735,_binary_sigmoid,t1_bert,train,305.1181571483612,t1_bert_7000__binary_sigmoid_uniform,
16,8000,0.9475233122744943,0.9634988543434291,0.9566358358826893,0.9600550800822173,0.0022543150993741792,0.919367827662573,0.9977456849006259,0.9934387276134216,0.9847381200138744,0.9531917792748484,0.9610697359512526,0.9727022810691648,0.9727599794414938,_binary_sigmoid,t1_bert,train,369.1399869918823,t1_bert_8000__binary_sigmoid_uniform,
17,9000,0.955344145821295,0.968423819430463,0.9638629601836769,0.9661380072113579,0.0020260479729595614,0.9343668210187236,0.9979739520270404,0.9886928898387308,0.9834887000791166,0.9588845940575584,0.9678740690589032,0.9733772511107074,0.9756189111258978,_binary_sigmoid,t1_bert,train,484.9004752635956,t1_bert_9000__binary_sigmoid_uniform,
18,10000,0.9569705184085088,0.9694638183439268,0.9673748471513725,0.9684182062210264,0.0020260479729595614,0.9340648278639018,0.9979739520270404,0.984958307660212,0.9804806344648412,0.9629576264484327,0.9709546377792824,0.9735025995529616,0.9756943853860154,_binary_sigmoid,t1_bert,train,534.8412339687346,t1_bert_10000__binary_sigmoid_uniform,10.0
